4.84,0,0,0
4.84,0.5,0.5,0.5
5.68,0.5,0,0.25
5.68,0.5,0,0.75
5.68,0,0.5,0.25
5.68,0,0.5,0.75
8.185,0,0,0.38
8.185,0,0,0.62
8.185,0.5,0.5,0.38
8.185,0.5,0.5,0.62
